Year,ICD10_Code,ICD10_Description,Classification,Metric_Primary,Metric_Secondary,Metric_Tertiary,Metric_Quaternary,Value
2013/14,F10.1,Harmful use,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,35-44,10510
2013/14,F10.2,Dependence syndrome,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,35-44,11930
2013/14,F10.3,Withdrawal state,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,35-44,6720
2013/14,F10.4,Withdrawal state with delirium,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,35-44,270
2013/14,F10.5,Psychotic disorder,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,35-44,90
2013/14,F10.6,Amnesic syndrome,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,35-44,60
2013/14,F10.7,Residual and late-onset psychotic disorder,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,35-44,10
2013/14,F10.8,Other mental and behavioural disorders due to the use of alcohol,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,35-44,10
2013/14,F10.9,Unspecified mental and behavioural disorders due to the use of alcohol,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,35-44,160
2013/14,K70.0,Alcoholic fatty liver,Broad,Alcoholic liver disease,Wholly attributable,All persons,35-44,210
2013/14,K70.1,Alcoholic hepatitis,Broad,Alcoholic liver disease,Wholly attributable,All persons,35-44,960
2013/14,K70.2,Alcoholic fibrosis and sclerosis of liver,Broad,Alcoholic liver disease,Wholly attributable,All persons,35-44,20
2013/14,K70.3,Alcoholic cirrhosis of liver,Broad,Alcoholic liver disease,Wholly attributable,All persons,35-44,3230
2013/14,K70.4,Alcoholic hepatic failure,Broad,Alcoholic liver disease,Wholly attributable,All persons,35-44,710
2013/14,K70.9,"Alcoholic liver disease, unspecified",Broad,Alcoholic liver disease,Wholly attributable,All persons,35-44,2940
2013/14,T51.0,Ethanol poisoning,Broad,Toxic effect of alcohol,Wholly attributable,All persons,35-44,8090
2013/14,T51.1,Methanol poisoning,Broad,Toxic effect of alcohol,Wholly attributable,All persons,35-44,10
2013/14,T51.9,"Toxic effect of alcohol, unspecified",Broad,Toxic effect of alcohol,Wholly attributable,All persons,35-44,550
2013/14,E24.4,Alcohol-induced pseudo-Cushing’s syndrome,Broad,Other,Wholly attributable,All persons,35-44,0
2013/14,G31.2,Degeneration of nervous system due to alcohol,Broad,Other,Wholly attributable,All persons,35-44,60
2013/14,G62.1,Alcoholic polyneuropathy,Broad,Other,Wholly attributable,All persons,35-44,40
2013/14,G72.1,Alcoholic myopathy,Broad,Other,Wholly attributable,All persons,35-44,0
2013/14,I42.6,Alcoholic cardiomyopathy,Broad,Other,Wholly attributable,All persons,35-44,120
2013/14,K29.2,Alcoholic gastritis,Broad,Other,Wholly attributable,All persons,35-44,500
2013/14,K85.2,Alcohol-induced acute pancreatitis,Broad,Other,Wholly attributable,All persons,35-44,1130
2013/14,K86.0,Alcohol-induced chronic pancreatitis,Broad,Other,Wholly attributable,All persons,35-44,1160
2013/14,Q86.0,Fetal alcohol syndrome (dysmorphic),Broad,Other,Wholly attributable,All persons,35-44,10
2013/14,R78.0,Excess alcohol blood levels,Broad,Other,Wholly attributable,All persons,35-44,40
2013/14,X45,Accidental poisoning by and exposure to alcohol,Broad,Other,Wholly attributable,All persons,35-44,20
2013/14,X65,Intentional self-poisoning by and exposure to alcohol,Broad,Other,Wholly attributable,All persons,35-44,110
2013/14,Y15,"Poisoning by and exposure to alcohol, undetermined intent",Broad,Other,Wholly attributable,All persons,35-44,10
2013/14,Y90,Evidence of alcohol involvement determined by blood alcohol level,Broad,Other,Wholly attributable,All persons,35-44,10
2013/14,Y91,Evidence of alcohol involvement determined by level of intoxication,Broad,Other,Wholly attributable,All persons,35-44,170
2013/14,A15-A19,Tuberculosis,Broad,Infectious and parasitic diseases,Partly attributable chronic,All persons,35-44,5650
2013/14,C00-C14,"Lip, oral cavity and pharynx",Broad,Cancer,Partly attributable chronic,All persons,35-44,660
2013/14,C15,Oesophagus,Broad,Cancer,Partly attributable chronic,All persons,35-44,390
2013/14,"C18-C20, C21",Colorectal,Broad,Cancer,Partly attributable chronic,All persons,35-44,850
2013/14,C22,Liver and intrahepatic bile ducts,Broad,Cancer,Partly attributable chronic,All persons,35-44,40
2013/14,C32,Larynx,Broad,Cancer,Partly attributable chronic,All persons,35-44,40
2013/14,C50,Breast,Broad,Cancer,Partly attributable chronic,All persons,35-44,3660
2013/14,G40-G41,Epilepsy and Status epilepticus,Broad,Diseases of the nervous system,Partly attributable chronic,All persons,35-44,6740
2013/14,I10-I15,Hypertensive diseases,Broad,Cardiovascular disease,Partly attributable chronic,All persons,35-44,18760
2013/14,I47-I48,Cardiac arrhythmias,Broad,Cardiovascular disease,Partly attributable chronic,All persons,35-44,1120
2013/14,"I60-I62, I69.0-I69.2",Haemorrhagic stroke,Broad,Cardiovascular disease,Partly attributable chronic,All persons,35-44,130
2013/14,"I63-I66, I69.3-I69.4",Ischaemic stroke,Broad,Cardiovascular disease,Partly attributable chronic,All persons,35-44,10
2013/14,I85,Oesophageal varices,Broad,Cardiovascular disease,Partly attributable chronic,All persons,35-44,400
2013/14,"J10-J11(.0), J12-J15, J18",Pneumonia,Broad,Respiratory infections,Partly attributable chronic,All persons,35-44,690
2013/14,"K73, K74",Unspecified liver disease,Broad,Digestive disease,Partly attributable chronic,All persons,35-44,770
2013/14,"K85, K86.1",Acute and chronic pancreatitis,Broad,Digestive disease,Partly attributable chronic,All persons,35-44,1350
2013/14,O03,Spontaneous abortion,Broad,Pregnancy and childbirth,Partly attributable chronic,All persons,35-44,1170
2013/14,P05-P07,Low birth weight,Broad,Pregnancy and childbirth,Partly attributable chronic,All persons,35-44,-
2013/14,§,Road/Ped traffic accidents,Broad,Unintentional injuries,Partly attributable acute,All persons,35-44,800
2013/14,X40–X49,Poisoning,Broad,Unintentional injuries,Partly attributable acute,All persons,35-44,270
2013/14,W00-W19,Fall injuries,Broad,Unintentional injuries,Partly attributable acute,All persons,35-44,1520
2013/14,X00-X09,Fire injuries,Broad,Unintentional injuries,Partly attributable acute,All persons,35-44,20
2013/14,W65-W74,Drowning,Broad,Unintentional injuries,Partly attributable acute,All persons,35-44,0
2013/14,§§,Other unintentional injuries,Broad,Intentional injuries,Partly attributable acute,All persons,35-44,5480
2013/14,"X60-X84, Y87.0 (excl X65)",Intentional self-harm,Broad,Intentional injuries,Partly attributable acute,All persons,35-44,1180
2013/14,"Y10-Y34, Y87.2",Event of undetermined intent,Broad,Intentional injuries,Partly attributable acute,All persons,35-44,30
2013/14,"X85-Y09, Y87.1",Assault,Broad,Intentional injuries,Partly attributable acute,All persons,35-44,550
2013/14,F10.0,Acute intoxication,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,45-54,11740
2013/14,F10.1,Harmful use,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,45-54,14960
2013/14,F10.2,Dependence syndrome,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,45-54,15230
2013/14,F10.3,Withdrawal state,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,45-54,7320
2013/14,F10.4,Withdrawal state with delirium,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,45-54,310
2013/14,F10.5,Psychotic disorder,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,45-54,110
2013/14,F10.6,Amnesic syndrome,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,45-54,310
2013/14,F10.7,Residual and late-onset psychotic disorder,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,45-54,70
2013/14,F10.8,Other mental and behavioural disorders due to the use of alcohol,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,45-54,10
2013/14,F10.9,Unspecified mental and behavioural disorders due to the use of alcohol,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,45-54,150
2013/14,K70.0,Alcoholic fatty liver,Broad,Alcoholic liver disease,Wholly attributable,All persons,45-54,330
2013/14,K70.1,Alcoholic hepatitis,Broad,Alcoholic liver disease,Wholly attributable,All persons,45-54,1110
2013/14,K70.2,Alcoholic fibrosis and sclerosis of liver,Broad,Alcoholic liver disease,Wholly attributable,All persons,45-54,60
2013/14,K70.3,Alcoholic cirrhosis of liver,Broad,Alcoholic liver disease,Wholly attributable,All persons,45-54,7190
2013/14,K70.4,Alcoholic hepatic failure,Broad,Alcoholic liver disease,Wholly attributable,All persons,45-54,1380
2013/14,K70.9,"Alcoholic liver disease, unspecified",Broad,Alcoholic liver disease,Wholly attributable,All persons,45-54,5510
2013/14,T51.0,Ethanol poisoning,Broad,Toxic effect of alcohol,Wholly attributable,All persons,45-54,7310
2013/14,T51.1,Methanol poisoning,Broad,Toxic effect of alcohol,Wholly attributable,All persons,45-54,10
2013/14,T51.9,"Toxic effect of alcohol, unspecified",Broad,Toxic effect of alcohol,Wholly attributable,All persons,45-54,480
2013/14,E24.4,Alcohol-induced pseudo-Cushing’s syndrome,Broad,Other,Wholly attributable,All persons,45-54,0
2013/14,G31.2,Degeneration of nervous system due to alcohol,Broad,Other,Wholly attributable,All persons,45-54,160
2013/14,G62.1,Alcoholic polyneuropathy,Broad,Other,Wholly attributable,All persons,45-54,90
2013/14,G72.1,Alcoholic myopathy,Broad,Other,Wholly attributable,All persons,45-54,10
2013/14,I42.6,Alcoholic cardiomyopathy,Broad,Other,Wholly attributable,All persons,45-54,310
2013/14,K29.2,Alcoholic gastritis,Broad,Other,Wholly attributable,All persons,45-54,530
2013/14,K85.2,Alcohol-induced acute pancreatitis,Broad,Other,Wholly attributable,All persons,45-54,1090
2013/14,K86.0,Alcohol-induced chronic pancreatitis,Broad,Other,Wholly attributable,All persons,45-54,1400
2013/14,Q86.0,Fetal alcohol syndrome (dysmorphic),Broad,Other,Wholly attributable,All persons,45-54,-
2013/14,R78.0,Excess alcohol blood levels,Broad,Other,Wholly attributable,All persons,45-54,50
2013/14,X45,Accidental poisoning by and exposure to alcohol,Broad,Other,Wholly attributable,All persons,45-54,20
2013/14,X65,Intentional self-poisoning by and exposure to alcohol,Broad,Other,Wholly attributable,All persons,45-54,90
2013/14,Y15,"Poisoning by and exposure to alcohol, undetermined intent",Broad,Other,Wholly attributable,All persons,45-54,0
2013/14,Y90,Evidence of alcohol involvement determined by blood alcohol level,Broad,Other,Wholly attributable,All persons,45-54,10
2013/14,Y91,Evidence of alcohol involvement determined by level of intoxication,Broad,Other,Wholly attributable,All persons,45-54,220
2013/14,A15-A19,Tuberculosis,Broad,Infectious and parasitic diseases,Partly attributable chronic,All persons,45-54,17010
2013/14,C00-C14,"Lip, oral cavity and pharynx",Broad,Cancer,Partly attributable chronic,All persons,45-54,2750
2013/14,C15,Oesophagus,Broad,Cancer,Partly attributable chronic,All persons,45-54,2160
2013/14,"C18-C20, C21",Colorectal,Broad,Cancer,Partly attributable chronic,All persons,45-54,2720
2013/14,C22,Liver and intrahepatic bile ducts,Broad,Cancer,Partly attributable chronic,All persons,45-54,140
2013/14,C32,Larynx,Broad,Cancer,Partly attributable chronic,All persons,45-54,230
2013/14,C50,Breast,Broad,Cancer,Partly attributable chronic,All persons,45-54,9020
2013/14,G40-G41,Epilepsy and Status epilepticus,Broad,Diseases of the nervous system,Partly attributable chronic,All persons,45-54,9170
2013/14,I10-I15,Hypertensive diseases,Broad,Cardiovascular disease,Partly attributable chronic,All persons,45-54,67740
2013/14,I47-I48,Cardiac arrhythmias,Broad,Cardiovascular disease,Partly attributable chronic,All persons,45-54,2900
2013/14,"I60-I62, I69.0-I69.2",Haemorrhagic stroke,Broad,Cardiovascular disease,Partly attributable chronic,All persons,45-54,220
2013/14,"I63-I66, I69.3-I69.4",Ischaemic stroke,Broad,Cardiovascular disease,Partly attributable chronic,All persons,45-54,40
2013/14,I85,Oesophageal varices,Broad,Cardiovascular disease,Partly attributable chronic,All persons,45-54,920
2013/14,"J10-J11(.0), J12-J15, J18",Pneumonia,Broad,Respiratory infections,Partly attributable chronic,All persons,45-54,1120
2013/14,"K73, K74",Unspecified liver disease,Broad,Digestive disease,Partly attributable chronic,All persons,45-54,2200
2013/14,"K85, K86.1",Acute and chronic pancreatitis,Broad,Digestive disease,Partly attributable chronic,All persons,45-54,2000
2013/14,O03,Spontaneous abortion,Broad,Pregnancy and childbirth,Partly attributable chronic,All persons,45-54,40
2013/14,P05-P07,Low birth weight,Broad,Pregnancy and childbirth,Partly attributable chronic,All persons,45-54,-
2013/14,§,Road/Ped traffic accidents,Broad,Unintentional injuries,Partly attributable acute,All persons,45-54,920
2013/14,X40–X49,Poisoning,Broad,Unintentional injuries,Partly attributable acute,All persons,45-54,220
2013/14,W00-W19,Fall injuries,Broad,Unintentional injuries,Partly attributable acute,All persons,45-54,1900
2013/14,X00-X09,Fire injuries,Broad,Unintentional injuries,Partly attributable acute,All persons,45-54,30
2013/14,W65-W74,Drowning,Broad,Unintentional injuries,Partly attributable acute,All persons,45-54,0
2013/14,§§,Other unintentional injuries,Broad,Intentional injuries,Partly attributable acute,All persons,45-54,6270
2013/14,"X60-X84, Y87.0 (excl X65)",Intentional self-harm,Broad,Intentional injuries,Partly attributable acute,All persons,45-54,910
2013/14,"Y10-Y34, Y87.2",Event of undetermined intent,Broad,Intentional injuries,Partly attributable acute,All persons,45-54,20
2013/14,"X85-Y09, Y87.1",Assault,Broad,Intentional injuries,Partly attributable acute,All persons,45-54,340
2013/14,F10.0,Acute intoxication,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,55-64,7370
2013/14,F10.1,Harmful use,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,55-64,13250
2013/14,F10.2,Dependence syndrome,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,55-64,11000
2013/14,F10.3,Withdrawal state,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,55-64,4370
2013/14,F10.4,Withdrawal state with delirium,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,55-64,180
2013/14,F10.5,Psychotic disorder,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,55-64,40
2013/14,F10.6,Amnesic syndrome,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,55-64,510
2013/14,F10.7,Residual and late-onset psychotic disorder,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,55-64,150
2013/14,F10.8,Other mental and behavioural disorders due to the use of alcohol,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,All persons,55-64,10
